"resp.id";"ques";"alt";"Price";"Brands";"Type";"Alcohol";"Age";"Sweetness";"label";"choice"
181;3253;3;"Premium";"La-Vis";"red";"12 Perc";"2 years";"semi-dry";"DOC";0
181;3253;4;"Premium";"Mezzacorona";"red";"12 Perc";"4 years";"semi-sweet";"DOC";1
181;3254;1;"Cheap";"Cavit";"white";"5.5 Perc";"3 years";"semi-dry";"IGT";0
181;3254;2;"Luxury";"Mezzacorona";"sparkling";"7 Perc";"5 years";"dry";"DOCG";0
181;3254;3;"Premium";"Cavit";"rose";"5.5 Perc";"5 years";"sweet";"DOCG";1
181;3254;4;"Premium";"Toblino";"white";"5.5 Perc";"1 year";"sweet";"DOCG";0
181;3255;1;"Popular";"Mezzacorona";"white";"7 Perc";"5+ years";"semi-sweet";"IGT";0
181;3255;2;"Cheap";"La-Vis";"rose";"5.5 Perc";"5+ years";"semi-dry";"IGT";1
181;3255;3;"Luxury";"Cavit";"sparkling";"5.5 Perc";"5 years";"semi-sweet";"IGT";0
181;3255;4;"Premium";"La-Vis";"rose";"7 Perc";"4 years";"semi-dry";"DOC";0
181;3256;1;"Cheap";"Mezzacorona";"white";"5.5 Perc";"5 years";"semi-sweet";"No designation";1
181;3256;2;"Premium";"La-Vis";"white";"12 Perc";"4 years";"semi-dry";"IGT";0
181;3256;3;"Cheap";"Toblino";"white";"5.5 Perc";"2 years";"sweet";"No designation";0
181;3256;4;"Popular";"Cavit";"sparkling";"12 Perc";"2 years";"semi-dry";"DOC";0
181;3257;1;"Popular";"Cavit";"red";"12 Perc";"3 years";"semi-dry";"DOCG";0
181;3257;2;"Luxury";"La-Vis";"rose";"18 Perc";"5 years";"sweet";"DOCG";1
181;3257;3;"Luxury";"Mezzacorona";"white";"5.5 Perc";"4 years";"semi-dry";"DOC";0
181;3257;4;"Luxury";"Mezzacorona";"sparkling";"7 Perc";"3 years";"semi-sweet";"DOC";0
181;3258;1;"Luxury";"Mezzacorona";"red";"7 Perc";"3 years";"semi-dry";"DOCG";0
181;3258;2;"Popular";"Cavit";"sparkling";"5.5 Perc";"2 years";"sweet";"DOCG";0
181;3258;3;"Cheap";"Mezzacorona";"rose";"12 Perc";"3 years";"semi-sweet";"No designation";1
181;3258;4;"Luxury";"La-Vis";"sparkling";"18 Perc";"5+ years";"sweet";"DOCG";0
182;3259;1;"Premium";"Mezzacorona";"red";"7 Perc";"5 years";"sweet";"DOC";0
182;3259;2;"Cheap";"Toblino";"rose";"5.5 Perc";"5 years";"semi-sweet";"No designation";0
182;3259;3;"Luxury";"Toblino";"white";"12 Perc";"4 years";"sweet";"No designation";0
182;3259;4;"Cheap";"Cavit";"white";"12 Perc";"4 years";"semi-dry";"DOCG";1
182;3260;1;"Luxury";"Mezzacorona";"red";"12 Perc";"1 year";"sweet";"DOCG";0
182;3260;2;"Cheap";"Toblino";"rose";"18 Perc";"1 year";"sweet";"IGT";0
182;3260;3;"Cheap";"Mezzacorona";"rose";"5.5 Perc";"5+ years";"dry";"No designation";1
182;3260;4;"Luxury";"Toblino";"rose";"18 Perc";"2 years";"dry";"No designation";0
182;3261;1;"Premium";"La-Vis";"sparkling";"12 Perc";"5 years";"sweet";"IGT";0
182;3261;2;"Luxury";"Cavit";"sparkling";"5.5 Perc";"5 years";"semi-dry";"DOC";0
182;3261;3;"Premium";"Toblino";"sparkling";"7 Perc";"5 years";"semi-dry";"IGT";1
182;3261;4;"Premium";"Cavit";"sparkling";"18 Perc";"3 years";"sweet";"IGT";0
182;3262;1;"Popular";"Mezzacorona";"rose";"18 Perc";"5+ years";"dry";"IGT";1
182;3262;2;"Luxury";"Toblino";"rose";"12 Perc";"3 years";"sweet";"No designation";0
182;3262;3;"Popular";"Mezzacorona";"rose";"7 Perc";"5 years";"dry";"DOC";0
182;3262;4;"Premium";"La-Vis";"rose";"18 Perc";"3 years";"sweet";"IGT";0
182;3263;1;"Luxury";"La-Vis";"white";"12 Perc";"5 years";"dry";"DOC";0
182;3263;2;"Premium";"Cavit";"red";"5.5 Perc";"5 years";"dry";"No designation";0
182;3263;3;"Premium";"Mezzacorona";"white";"12 Perc";"4 years";"semi-sweet";"IGT";1
182;3263;4;"Popular";"Mezzacorona";"sparkling";"7 Perc";"5+ years";"semi-dry";"No designation";0
182;3264;1;"Premium";"Toblino";"rose";"12 Perc";"5 years";"dry";"No designation";0
182;3264;2;"Popular";"Mezzacorona";"sparkling";"12 Perc";"1 year";"dry";"DOC";0
182;3264;3;"Cheap";"La-Vis";"white";"5.5 Perc";"5+ years";"semi-dry";"DOCG";0
182;3264;4;"Cheap";"Toblino";"red";"5.5 Perc";"5 years";"sweet";"IGT";1
182;3265;1;"Cheap";"La-Vis";"red";"12 Perc";"1 year";"semi-dry";"IGT";0
182;3265;2;"Cheap";"Cavit";"red";"18 Perc";"3 years";"dry";"DOCG";0
182;3265;3;"Luxury";"Mezzacorona";"sparkling";"7 Perc";"3 years";"dry";"IGT";0
182;3265;4;"Popular";"Mezzacorona";"red";"18 Perc";"1 year";"sweet";"DOCG";1
182;3266;1;"Popular";"Toblino";"red";"5.5 Perc";"2 years";"sweet";"DOCG";0
182;3266;2;"Cheap";"La-Vis";"red";"5.5 Perc";"2 years";"semi-sweet";"DOCG";1
182;3266;3;"Premium";"La-Vis";"red";"12 Perc";"5+ years";"semi-dry";"DOCG";0
182;3266;4;"Premium";"Toblino";"rose";"18 Perc";"1 year";"semi-dry";"IGT";0
182;3267;1;"Cheap";"Toblino";"rose";"12 Perc";"5 years";"sweet";"DOC";0
182;3267;2;"Popular";"Mezzacorona";"sparkling";"18 Perc";"1 year";"semi-sweet";"IGT";1
182;3267;3;"Cheap";"La-Vis";"sparkling";"12 Perc";"3 years";"sweet";"DOCG";0
182;3267;4;"Premium";"Toblino";"sparkling";"7 Perc";"4 years";"dry";"No designation";0
182;3268;1;"Popular";"Mezzacorona";"red";"5.5 Perc";"5+ years";"semi-sweet";"DOCG";1
182;3268;2;"Luxury";"Mezzacorona";"white";"5.5 Perc";"2 years";"semi-dry";"No designation";0
182;3268;3;"Popular";"Toblino";"rose";"7 Perc";"3 years";"dry";"No designation";0
182;3268;4;"Luxury";"Mezzacorona";"red";"7 Perc";"5 years";"dry";"DOC";0
182;3269;1;"Premium";"Mezzacorona";"white";"5.5 Perc";"5+ years";"semi-dry";"DOC";0
182;3269;2;"Cheap";"Mezzacorona";"white";"5.5 Perc";"5+ years";"semi-dry";"DOC";0
182;3269;3;"Cheap";"Cavit";"white";"18 Perc";"5+ years";"sweet";"No designation";0
182;3269;4;"Cheap";"Mezzacorona";"red";"5.5 Perc";"4 years";"semi-sweet";"No designation";1
182;3270;1;"Cheap";"Toblino";"sparkling";"18 Perc";"5+ years";"semi-sweet";"No designation";0
182;3270;2;"Popular";"Cavit";"rose";"5.5 Perc";"1 year";"semi-sweet";"DOCG";1
182;3270;3;"Cheap";"Mezzacorona";"sparkling";"7 Perc";"2 years";"sweet";"DOC";0
182;3270;4;"Luxury";"Mezzacorona";"rose";"18 Perc";"4 years";"semi-dry";"No designation";0
182;3271;1;"Premium";"Cavit";"red";"5.5 Perc";"5+ years";"sweet";"No designation";0
182;3271;2;"Premium";"Toblino";"rose";"18 Perc";"5+ years";"sweet";"No designation";0
182;3271;3;"Luxury";"Mezzacorona";"white";"12 Perc";"2 years";"semi-sweet";"DOC";1
182;3271;4;"Premium";"Mezzacorona";"rose";"12 Perc";"5+ years";"dry";"DOC";0
182;3272;1;"Popular";"Cavit";"red";"7 Perc";"2 years";"semi-sweet";"IGT";0
182;3272;2;"Cheap";"Mezzacorona";"rose";"12 Perc";"4 years";"sweet";"No designation";1
182;3272;3;"Luxury";"Toblino";"sparkling";"5.5 Perc";"2 years";"sweet";"No designation";0
182;3272;4;"Premium";"Mezzacorona";"red";"7 Perc";"5 years";"semi-sweet";"DOCG";0
182;3273;1;"Cheap";"Cavit";"white";"12 Perc";"2 years";"dry";"IGT";1
182;3273;2;"Luxury";"Cavit";"red";"5.5 Perc";"4 years";"semi-dry";"DOC";0
182;3273;3;"Luxury";"Toblino";"sparkling";"18 Perc";"3 years";"semi-dry";"DOC";0
182;3273;4;"Luxury";"Toblino";"white";"7 Perc";"3 years";"sweet";"DOC";0
182;3274;1;"Luxury";"Cavit";"white";"7 Perc";"5+ years";"dry";"DOCG";0
182;3274;2;"Popular";"Cavit";"sparkling";"18 Perc";"3 years";"semi-sweet";"IGT";0
182;3274;3;"Cheap";"Cavit";"rose";"18 Perc";"5+ years";"dry";"DOC";0
182;3274;4;"Popular";"Cavit";"sparkling";"5.5 Perc";"5 years";"semi-dry";"DOC";1
182;3275;1;"Cheap";"Toblino";"sparkling";"7 Perc";"5+ years";"semi-sweet";"IGT";0
182;3275;2;"Popular";"Cavit";"rose";"12 Perc";"4 years";"sweet";"IGT";1
182;3275;3;"Popular";"Cavit";"white";"12 Perc";"3 years";"sweet";"No designation";0
182;3275;4;"Popular";"Toblino";"white";"7 Perc";"2 years";"semi-sweet";"IGT";0
182;3276;1;"Premium";"Mezzacorona";"white";"5.5 Perc";"3 years";"sweet";"No designation";0
182;3276;2;"Cheap";"Mezzacorona";"rose";"12 Perc";"3 years";"dry";"DOCG";1
182;3276;3;"Cheap";"Cavit";"red";"18 Perc";"2 years";"sweet";"DOC";0
182;3276;4;"Cheap";"Toblino";"white";"12 Perc";"5 years";"sweet";"No designation";0
183;3277;1;"Cheap";"Toblino";"red";"12 Perc";"1 year";"dry";"DOC";0
183;3277;2;"Premium";"Cavit";"white";"18 Perc";"5+ years";"semi-dry";"No designation";1
183;3277;3;"Premium";"La-Vis";"sparkling";"7 Perc";"5 years";"dry";"DOC";0
183;3277;4;"Cheap";"Toblino";"sparkling";"18 Perc";"5 years";"semi-sweet";"DOC";0
183;3278;1;"Premium";"La-Vis";"rose";"5.5 Perc";"3 years";"semi-dry";"No designation";0
183;3278;2;"Premium";"La-Vis";"rose";"12 Perc";"2 years";"sweet";"DOCG";0
183;3278;3;"Luxury";"La-Vis";"sparkling";"12 Perc";"1 year";"semi-sweet";"DOC";0
183;3278;4;"Premium";"Cavit";"rose";"7 Perc";"3 years";"semi-dry";"DOC";1
183;3279;1;"Premium";"Cavit";"rose";"12 Perc";"1 year";"semi-dry";"DOC";1
183;3279;2;"Luxury";"Toblino";"white";"5.5 Perc";"2 years";"dry";"No designation";0
183;3279;3;"Cheap";"Toblino";"sparkling";"5.5 Perc";"4 years";"dry";"DOC";0
183;3279;4;"Cheap";"La-Vis";"red";"5.5 Perc";"3 years";"semi-sweet";"No designation";0
183;3280;1;"Premium";"Mezzacorona";"rose";"12 Perc";"2 years";"semi-dry";"DOC";0
183;3280;2;"Popular";"Mezzacorona";"rose";"5.5 Perc";"4 years";"semi-dry";"DOCG";1
183;3280;3;"Premium";"Cavit";"sparkling";"5.5 Perc";"5+ years";"semi-sweet";"IGT";0
183;3280;4;"Cheap";"Cavit";"sparkling";"18 Perc";"2 years";"dry";"IGT";0
183;3281;1;"Premium";"Mezzacorona";"sparkling";"5.5 Perc";"5 years";"semi-dry";"DOC";1
183;3281;2;"Premium";"Toblino";"rose";"12 Perc";"5+ years";"sweet";"IGT";0
183;3281;3;"Premium";"La-Vis";"white";"18 Perc";"1 year";"semi-dry";"No designation";0
183;3281;4;"Cheap";"Mezzacorona";"white";"7 Perc";"5+ years";"semi-dry";"DOC";0
183;3282;1;"Premium";"Toblino";"sparkling";"7 Perc";"4 years";"semi-dry";"DOCG";0
183;3282;2;"Cheap";"Mezzacorona";"white";"7 Perc";"4 years";"semi-sweet";"DOC";0
183;3282;3;"Luxury";"Toblino";"rose";"5.5 Perc";"5+ years";"dry";"IGT";0
183;3282;4;"Cheap";"Mezzacorona";"sparkling";"12 Perc";"5 years";"semi-sweet";"DOCG";1
183;3283;1;"Luxury";"Mezzacorona";"sparkling";"7 Perc";"1 year";"dry";"DOC";0
183;3283;2;"Premium";"La-Vis";"rose";"12 Perc";"1 year";"semi-dry";"DOCG";1
183;3283;3;"Premium";"Toblino";"sparkling";"7 Perc";"5 years";"semi-sweet";"IGT";0
183;3283;4;"Luxury";"Mezzacorona";"red";"7 Perc";"3 years";"dry";"IGT";0
183;3284;1;"Popular";"La-Vis";"white";"18 Perc";"1 year";"sweet";"DOCG";0
183;3284;2;"Cheap";"La-Vis";"rose";"5.5 Perc";"5+ years";"semi-dry";"No designation";1
183;3284;3;"Luxury";"La-Vis";"red";"7 Perc";"5+ years";"dry";"DOCG";0
183;3284;4;"Cheap";"Cavit";"white";"18 Perc";"5 years";"semi-dry";"IGT";0
183;3285;1;"Luxury";"La-Vis";"rose";"18 Perc";"3 years";"semi-dry";"No designation";0
183;3285;2;"Luxury";"Toblino";"rose";"5.5 Perc";"3 years";"semi-dry";"No designation";0
183;3285;3;"Cheap";"Mezzacorona";"red";"5.5 Perc";"4 years";"semi-dry";"IGT";1
183;3285;4;"Popular";"La-Vis";"sparkling";"18 Perc";"2 years";"semi-sweet";"IGT";0
183;3286;1;"Premium";"La-Vis";"white";"7 Perc";"3 years";"sweet";"No designation";0
183;3286;2;"Popular";"La-Vis";"rose";"18 Perc";"5 years";"dry";"No designation";1
183;3286;3;"Cheap";"La-Vis";"white";"18 Perc";"3 years";"sweet";"DOCG";0
183;3286;4;"Cheap";"Toblino";"white";"5.5 Perc";"3 years";"semi-sweet";"DOC";0
183;3287;1;"Popular";"La-Vis";"red";"12 Perc";"5 years";"sweet";"IGT";0
183;3287;2;"Premium";"La-Vis";"red";"7 Perc";"1 year";"dry";"DOC";1
183;3287;3;"Premium";"La-Vis";"white";"5.5 Perc";"5+ years";"dry";"DOCG";0
183;3287;4;"Premium";"Toblino";"rose";"5.5 Perc";"2 years";"sweet";"IGT";0
183;3288;1;"Popular";"Mezzacorona";"red";"12 Perc";"1 year";"sweet";"IGT";0
183;3288;2;"Luxury";"La-Vis";"white";"7 Perc";"4 years";"semi-sweet";"DOC";0
183;3288;3;"Cheap";"La-Vis";"rose";"12 Perc";"5+ years";"sweet";"DOCG";0
183;3288;4;"Popular";"Mezzacorona";"rose";"7 Perc";"5 years";"semi-sweet";"No designation";1
183;3289;1;"Popular";"Mezzacorona";"rose";"12 Perc";"3 years";"semi-sweet";"IGT";1
183;3289;2;"Cheap";"Cavit";"white";"7 Perc";"5+ years";"sweet";"DOC";0
183;3289;3;"Cheap";"Cavit";"rose";"7 Perc";"1 year";"dry";"DOCG";0
183;3289;4;"Popular";"La-Vis";"white";"18 Perc";"5 years";"dry";"IGT";0
183;3290;1;"Cheap";"Cavit";"white";"5.5 Perc";"4 years";"sweet";"No designation";0
183;3290;2;"Cheap";"La-Vis";"red";"12 Perc";"4 years";"semi-dry";"DOC";0
183;3290;3;"Luxury";"Toblino";"red";"5.5 Perc";"3 years";"sweet";"DOCG";0
183;3290;4;"Popular";"Mezzacorona";"red";"12 Perc";"2 years";"semi-sweet";"No designation";1
183;3291;1;"Premium";"Cavit";"rose";"12 Perc";"3 years";"semi-dry";"DOC";0
183;3291;2;"Popular";"Toblino";"sparkling";"7 Perc";"5 years";"dry";"DOC";0
183;3291;3;"Popular";"Mezzacorona";"rose";"7 Perc";"5+ years";"dry";"IGT";1
183;3291;4;"Premium";"Cavit";"white";"5.5 Perc";"1 year";"semi-dry";"DOC";0
183;3292;1;"Luxury";"Mezzacorona";"red";"12 Perc";"1 year";"semi-sweet";"No designation";1
183;3292;2;"Popular";"La-Vis";"white";"5.5 Perc";"4 years";"semi-sweet";"No designation";0
183;3292;3;"Cheap";"Mezzacorona";"rose";"7 Perc";"1 year";"sweet";"No designation";0
183;3292;4;"Cheap";"La-Vis";"white";"18 Perc";"5+ years";"semi-sweet";"DOCG";0
183;3293;1;"Popular";"Cavit";"red";"12 Perc";"5 years";"dry";"DOC";1
183;3293;2;"Premium";"Toblino";"red";"7 Perc";"5 years";"semi-dry";"IGT";0
183;3293;3;"Popular";"Toblino";"rose";"7 Perc";"5 years";"dry";"DOCG";0
183;3293;4;"Luxury";"Cavit";"rose";"12 Perc";"4 years";"semi-sweet";"DOCG";0
183;3294;1;"Cheap";"Mezzacorona";"sparkling";"5.5 Perc";"5 years";"sweet";"DOCG";0
183;3294;2;"Premium";"Mezzacorona";"rose";"12 Perc";"4 years";"dry";"DOCG";1
183;3294;3;"Cheap";"Cavit";"red";"18 Perc";"4 years";"semi-dry";"DOC";0
183;3294;4;"Cheap";"La-Vis";"white";"18 Perc";"4 years";"semi-sweet";"DOCG";0
184;3295;1;"Luxury";"Mezzacorona";"red";"7 Perc";"5+ years";"sweet";"No designation";0
184;3295;2;"Popular";"La-Vis";"sparkling";"12 Perc";"3 years";"sweet";"DOC";0
184;3295;3;"Popular";"Cavit";"red";"18 Perc";"5 years";"semi-sweet";"DOC";1
184;3295;4;"Premium";"Toblino";"sparkling";"18 Perc";"4 years";"semi-sweet";"DOC";0
184;3296;1;"Premium";"Cavit";"rose";"12 Perc";"4 years";"dry";"IGT";0
184;3296;2;"Luxury";"Mezzacorona";"red";"7 Perc";"5 years";"semi-dry";"DOCG";1
184;3296;3;"Premium";"Mezzacorona";"red";"7 Perc";"4 years";"semi-sweet";"No designation";0
184;3296;4;"Cheap";"Cavit";"rose";"7 Perc";"2 years";"dry";"IGT";0
184;3297;1;"Popular";"Mezzacorona";"rose";"7 Perc";"2 years";"semi-sweet";"DOC";0
184;3297;2;"Luxury";"Mezzacorona";"red";"12 Perc";"5 years";"dry";"DOCG";1
184;3297;3;"Cheap";"Cavit";"sparkling";"7 Perc";"5+ years";"semi-dry";"DOC";0
184;3297;4;"Premium";"Cavit";"white";"5.5 Perc";"3 years";"semi-sweet";"DOCG";0
184;3298;1;"Popular";"Mezzacorona";"red";"12 Perc";"5 years";"dry";"IGT";0
184;3298;2;"Popular";"Mezzacorona";"rose";"7 Perc";"4 years";"semi-sweet";"DOC";1
184;3298;3;"Popular";"Mezzacorona";"white";"5.5 Perc";"1 year";"sweet";"DOC";0
184;3298;4;"Popular";"La-Vis";"rose";"7 Perc";"5 years";"sweet";"No designation";0
184;3299;1;"Luxury";"Mezzacorona";"sparkling";"18 Perc";"5+ years";"semi-sweet";"No designation";0
184;3299;2;"Popular";"Cavit";"red";"18 Perc";"4 years";"sweet";"No designation";0
184;3299;3;"Luxury";"Toblino";"red";"12 Perc";"3 years";"sweet";"IGT";0
184;3299;4;"Luxury";"La-Vis";"sparkling";"5.5 Perc";"5 years";"semi-sweet";"DOC";1
184;3300;1;"Luxury";"Cavit";"sparkling";"5.5 Perc";"3 years";"sweet";"No designation";0
184;3300;2;"Luxury";"Cavit";"white";"12 Perc";"1 year";"semi-dry";"DOCG";0
184;3300;3;"Premium";"Cavit";"white";"18 Perc";"4 years";"sweet";"IGT";0
184;3300;4;"Premium";"Toblino";"red";"18 Perc";"5+ years";"semi-sweet";"DOC";1
184;3301;1;"Premium";"Mezzacorona";"white";"18 Perc";"3 years";"semi-dry";"DOC";1
184;3301;2;"Popular";"Mezzacorona";"rose";"5.5 Perc";"5 years";"semi-sweet";"DOC";0
184;3301;3;"Premium";"Cavit";"red";"5.5 Perc";"3 years";"dry";"DOC";0
184;3301;4;"Luxury";"La-Vis";"red";"18 Perc";"5 years";"sweet";"IGT";0
184;3302;1;"Luxury";"La-Vis";"sparkling";"7 Perc";"5+ years";"semi-sweet";"DOC";0
184;3302;2;"Cheap";"Toblino";"red";"18 Perc";"5+ years";"semi-dry";"IGT";1
184;3302;3;"Luxury";"La-Vis";"white";"5.5 Perc";"4 years";"semi-sweet";"DOC";0
184;3302;4;"Premium";"La-Vis";"red";"5.5 Perc";"2 years";"sweet";"No designation";0
184;3303;1;"Cheap";"Mezzacorona";"sparkling";"12 Perc";"1 year";"dry";"DOC";1
184;3303;2;"Popular";"Toblino";"sparkling";"5.5 Perc";"5 years";"semi-sweet";"No designation";0
184;3303;3;"Premium";"Mezzacorona";"red";"7 Perc";"3 years";"sweet";"DOC";0
184;3303;4;"Luxury";"La-Vis";"sparkling";"5.5 Perc";"2 years";"sweet";"IGT";0
184;3304;1;"Luxury";"Mezzacorona";"white";"5.5 Perc";"1 year";"sweet";"DOC";0
184;3304;2;"Premium";"Mezzacorona";"red";"12 Perc";"4 years";"sweet";"DOCG";1
184;3304;3;"Cheap";"La-Vis";"white";"7 Perc";"1 year";"dry";"DOC";0
184;3304;4;"Cheap";"Cavit";"sparkling";"18 Perc";"5+ years";"sweet";"DOCG";0
184;3305;1;"Luxury";"Toblino";"rose";"5.5 Perc";"2 years";"dry";"IGT";0
184;3305;2;"Luxury";"Toblino";"sparkling";"5.5 Perc";"2 years";"semi-sweet";"No designation";0
184;3305;3;"Luxury";"La-Vis";"sparkling";"7 Perc";"3 years";"semi-dry";"DOC";0
184;3305;4;"Cheap";"Cavit";"rose";"7 Perc";"5+ years";"semi-dry";"DOC";1
184;3306;1;"Cheap";"Toblino";"white";"7 Perc";"4 years";"semi-dry";"IGT";0
184;3306;2;"Cheap";"Toblino";"white";"7 Perc";"4 years";"dry";"No designation";0
184;3306;3;"Luxury";"La-Vis";"red";"12 Perc";"2 years";"semi-dry";"IGT";1
184;3306;4;"Cheap";"Mezzacorona";"rose";"12 Perc";"2 years";"semi-dry";"No designation";0
184;3307;1;"Popular";"Cavit";"sparkling";"7 Perc";"2 years";"dry";"DOCG";0
184;3307;2;"Cheap";"Cavit";"white";"18 Perc";"2 years";"semi-sweet";"DOCG";0
184;3307;3;"Popular";"Toblino";"red";"12 Perc";"5+ years";"semi-sweet";"DOC";1
184;3307;4;"Cheap";"Mezzacorona";"white";"5.5 Perc";"4 years";"dry";"DOC";0
184;3308;1;"Popular";"Toblino";"rose";"18 Perc";"2 years";"sweet";"DOC";0
184;3308;2;"Luxury";"Cavit";"sparkling";"12 Perc";"1 year";"sweet";"IGT";0
184;3308;3;"Premium";"La-Vis";"rose";"18 Perc";"4 years";"dry";"DOC";0
184;3308;4;"Cheap";"Cavit";"rose";"7 Perc";"3 years";"semi-dry";"DOC";1
184;3309;1;"Popular";"Toblino";"white";"12 Perc";"5+ years";"semi-dry";"IGT";0
184;3309;2;"Popular";"Cavit";"red";"7 Perc";"1 year";"semi-dry";"DOC";1
184;3309;3;"Luxury";"La-Vis";"white";"12 Perc";"5+ years";"semi-dry";"DOCG";0
184;3309;4;"Cheap";"Cavit";"white";"7 Perc";"5 years";"dry";"No designation";0
184;3310;1;"Premium";"Cavit";"rose";"5.5 Perc";"3 years";"semi-sweet";"IGT";0
184;3310;2;"Cheap";"Mezzacorona";"white";"7 Perc";"1 year";"semi-sweet";"No designation";0
184;3310;3;"Cheap";"Mezzacorona";"rose";"12 Perc";"5 years";"semi-dry";"DOCG";1
184;3310;4;"Cheap";"Mezzacorona";"white";"18 Perc";"1 year";"dry";"DOCG";0
184;3311;1;"Popular";"La-Vis";"sparkling";"18 Perc";"3 years";"semi-sweet";"DOCG";1
184;3311;2;"Premium";"Cavit";"white";"7 Perc";"5+ years";"sweet";"No designation";0
184;3311;3;"Cheap";"Cavit";"rose";"18 Perc";"5 years";"dry";"IGT";0
184;3311;4;"Popular";"Cavit";"rose";"12 Perc";"2 years";"sweet";"No designation";0
184;3312;1;"Luxury";"Mezzacorona";"red";"18 Perc";"3 years";"sweet";"No designation";0
184;3312;2;"Cheap";"Mezzacorona";"rose";"12 Perc";"5+ years";"sweet";"No designation";0
184;3312;3;"Popular";"Mezzacorona";"white";"5.5 Perc";"5 years";"semi-dry";"DOCG";1
184;3312;4;"Popular";"La-Vis";"rose";"18 Perc";"5 years";"semi-sweet";"DOC";0
185;3313;1;"Premium";"Toblino";"rose";"18 Perc";"4 years";"dry";"IGT";1
185;3313;2;"Luxury";"Toblino";"rose";"7 Perc";"1 year";"semi-dry";"IGT";0
185;3313;3;"Popular";"Toblino";"sparkling";"5.5 Perc";"1 year";"semi-dry";"IGT";0
185;3313;4;"Cheap";"Toblino";"rose";"5.5 Perc";"1 year";"semi-dry";"IGT";0
185;3314;1;"Cheap";"Mezzacorona";"red";"18 Perc";"5+ years";"semi-sweet";"IGT";1
185;3314;2;"Popular";"Toblino";"sparkling";"12 Perc";"5 years";"dry";"DOC";0
185;3314;3;"Cheap";"Toblino";"sparkling";"12 Perc";"1 year";"dry";"DOC";0
185;3314;4;"Cheap";"Toblino";"sparkling";"18 Perc";"2 years";"dry";"DOCG";0
185;3315;1;"Luxury";"Toblino";"white";"18 Perc";"5+ years";"sweet";"DOC";0
185;3315;2;"Luxury";"Cavit";"rose";"7 Perc";"3 years";"semi-sweet";"DOCG";0
185;3315;3;"Cheap";"Mezzacorona";"rose";"7 Perc";"1 year";"dry";"DOC";0
185;3315;4;"Luxury";"La-Vis";"rose";"12 Perc";"4 years";"semi-dry";"DOC";1
185;3316;1;"Popular";"Cavit";"white";"5.5 Perc";"5 years";"sweet";"IGT";0
185;3316;2;"Luxury";"Mezzacorona";"red";"5.5 Perc";"2 years";"dry";"DOC";0
185;3316;3;"Luxury";"Mezzacorona";"sparkling";"12 Perc";"5 years";"semi-dry";"DOCG";0
185;3316;4;"Cheap";"Mezzacorona";"rose";"12 Perc";"2 years";"semi-dry";"DOCG";1
185;3317;1;"Cheap";"Cavit";"white";"5.5 Perc";"5+ years";"semi-dry";"No designation";0
185;3317;2;"Luxury";"Mezzacorona";"white";"12 Perc";"1 year";"semi-sweet";"DOC";0
185;3317;3;"Popular";"La-Vis";"sparkling";"5.5 Perc";"5 years";"sweet";"IGT";0
185;3317;4;"Premium";"Cavit";"rose";"7 Perc";"3 years";"semi-sweet";"No designation";1
185;3318;1;"Popular";"La-Vis";"red";"18 Perc";"5 years";"dry";"No designation";0
185;3318;2;"Popular";"Toblino";"red";"12 Perc";"4 years";"semi-dry";"IGT";0
185;3318;3;"Luxury";"Toblino";"sparkling";"12 Perc";"4 years";"semi-dry";"DOCG";0
185;3318;4;"Popular";"La-Vis";"red";"12 Perc";"5 years";"semi-sweet";"DOC";1
185;3319;1;"Luxury";"La-Vis";"white";"5.5 Perc";"5+ years";"sweet";"DOC";1
185;3319;2;"Premium";"Toblino";"white";"18 Perc";"5 years";"semi-dry";"DOCG";0
185;3319;3;"Luxury";"Toblino";"white";"12 Perc";"5+ years";"sweet";"IGT";0
185;3319;4;"Luxury";"Toblino";"rose";"7 Perc";"1 year";"dry";"IGT";0
185;3320;1;"Popular";"La-Vis";"sparkling";"7 Perc";"5+ years";"sweet";"DOCG";0
185;3320;2;"Premium";"Toblino";"rose";"12 Perc";"1 year";"sweet";"DOC";0
185;3320;3;"Luxury";"Cavit";"rose";"7 Perc";"1 year";"dry";"DOCG";1
185;3320;4;"Cheap";"Toblino";"white";"18 Perc";"5 years";"dry";"IGT";0
185;3321;1;"Cheap";"Cavit";"rose";"18 Perc";"1 year";"semi-sweet";"No designation";1
185;3321;2;"Luxury";"Cavit";"white";"7 Perc";"5+ years";"dry";"DOCG";0
185;3321;3;"Luxury";"Mezzacorona";"white";"5.5 Perc";"2 years";"semi-sweet";"DOCG";0
185;3321;4;"Cheap";"La-Vis";"sparkling";"7 Perc";"2 years";"semi-sweet";"No designation";0
185;3322;1;"Premium";"Cavit";"sparkling";"12 Perc";"5+ years";"semi-dry";"No designation";0
185;3322;2;"Popular";"Mezzacorona";"sparkling";"5.5 Perc";"5 years";"dry";"No designation";1
185;3322;3;"Cheap";"Cavit";"sparkling";"5.5 Perc";"1 year";"sweet";"IGT";0
185;3322;4;"Premium";"La-Vis";"red";"7 Perc";"5 years";"sweet";"DOCG";0
185;3323;1;"Cheap";"Mezzacorona";"rose";"12 Perc";"5 years";"semi-sweet";"DOCG";1
185;3323;2;"Luxury";"Mezzacorona";"red";"7 Perc";"4 years";"semi-sweet";"DOC";0
185;3323;3;"Cheap";"La-Vis";"sparkling";"7 Perc";"3 years";"semi-dry";"DOCG";0
